index,age,birth_country_code,birth_country_name,birth_date,birth_day,contract_expires,current_team_color,current_team_logo,current_team_name,domestic_competition_name,foot,full_name,goals,goals_tagged,height,id,image,market_value,minutes_on_field,name,on_loan,passport_country_codes,passport_country_names,positions,primary_position,primary_position_percent,secondary_position,secondary_position_percent,third_position,third_position_percent,total_matches,weight,xg_shot
7,21,MEX,Mexico,1998-06-30,1998-06-30,,000000,https://cdn5.wyscout.com/photos/team/public/g9832_120x120.png,Tudelano,Segunda B,left,Edson Enrique Torres Ulloa,0,0,165,450220,https://cdn5.wyscout.com/photos/players/public/g450220_100x130.png,300000,116,E. Torres,True,['MEX'],['Mexico'],"['RWF', 'RW', 'LW']",RWF,24,RW,17,LW,15,9,55,0.03
8,20,MEX,Mexico,1999-02-22,1999-02-22,,000000,https://cdn5.wyscout.com/photos/team/public/g26260_120x120.png,Pachuca U20,U20 League,,Efraín Orona Zavala,0,0,181,473521,https://cdn5.wyscout.com/photos/players/public/g473521_100x130.png,300000,61,E. Orona,False,['MEX'],['Mexico'],"['LCB', 'RDMF']",LCB,73,RDMF,26,,0,2,68,0.0
9,20,MEX,Mexico,1999-02-04,1999-02-04,,000000,https://cdn5.wyscout.com/photos/team/public/g26262_120x120.png,Guadalajara U20,U20 League,,Gilberto Sepúlveda López,0,0,180,-50024,https://cdn5.wyscout.com/photos/players/public/g-50024_100x130.png,300000,0,G. Sepúlveda,False,['MEX'],['Mexico'],[],,0,,0,,0,0,79,0.0
10,22,MEX,Mexico,1997-04-10,1997-04-10,,000000,https://cdn5.wyscout.com/photos/team/public/462_120x120.png,América,Liga MX,,Antonio De Jesús López Amenábar,0,0,172,-88385,https://cdn5.wyscout.com/photos/players/public/g-88385_100x130.png,300000,343,A. López,False,['MEX'],['Mexico'],"['LWB', 'LB', 'LAMF']",LWB,31,LB,19,LAMF,17,16,66,0.2
11,21,MEX,Mexico,1998-07-27,1998-07-27,,008000,https://cdn5.wyscout.com/photos/team/public/3282_120x120.png,León,Liga MX,right,Jorge Roberto Díaz Price,0,0,176,-71487,https://cdn5.wyscout.com/photos/players/public/g-71487_100x130.png,300000,236,J. Díaz,False,['MEX'],['Mexico'],"['RAMF', 'RW', 'LW']",RAMF,37,RW,23,LW,10,10,65,0.73
12,22,USA,USA,1996-11-27,1996-11-27,,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Fernando David Arce Juárez,0,0,184,333471,https://cdn5.wyscout.com/photos/players/public/g333471_100x130.png,300000,12,F. Arce,False,"['USA', 'MEX']","['USA', 'Mexico']",['LCMF'],LCMF,100,,0,,0,1,77,0.0
13,27,MEX,Mexico,1992-07-29,1992-07-29,,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,right,Gil Esaul Alcalá Barba,0,0,179,394205,https://cdn5.wyscout.com/photos/players/public/g394205_100x130.png,300000,1144,G. Alcalá,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,12,74,0.0
14,19,MEX,Mexico,1999-09-09,1999-09-09,2020-07-30,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Antonio Nava Cid,1,1,169,472040,https://cdn5.wyscout.com/photos/players/public/g472040_100x130.png,300000,333,A. Nava,False,['MEX'],['Mexico'],"['RW', 'RWF']",RW,79,RWF,14,,0,7,67,0.73
15,28,MEX,Mexico,1991-07-03,1991-07-03,,,,,,right,Hugo Cid Sánchez,0,0,183,187277,https://cdn5.wyscout.com/photos/players/public/g187277_100x130.png,300000,0,H. Cid,False,['MEX'],['Mexico'],[],,0,,0,,0,0,72,0.0
16,19,MEX,Mexico,1999-10-27,1999-10-27,2020-05-31,0000ff,https://cdn5.wyscout.com/photos/team/public/590_120x120.png,Cruz Azul,Liga MX,right,Josué Misael Domínguez González,0,0,159,451682,https://cdn5.wyscout.com/photos/players/public/g451682_100x130.png,300000,170,Josué Domínguez,False,['MEX'],['Mexico'],"['AMF', 'LCMF3', 'CF']",AMF,30,LCMF3,29,CF,19,7,55,0.04
17,36,MEX,Mexico,1983-05-12,1983-05-12,,,,,,right,Francisco Javier Torres Zamores,0,0,171,15227,https://cdn5.wyscout.com/photos/players/public/11027_100x130.png,300000,35,F. Torres,False,['MEX'],['Mexico'],"['RCMF', 'RDMF', 'LCMF']",RCMF,36,RDMF,29,LCMF,26,4,70,0.18
18,34,MEX,Mexico,1985-02-01,1985-02-01,,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,right,Noé Maya Vilchis,0,0,174,52682,https://cdn5.wyscout.com/photos/players/public/28153_100x130.png,300000,175,N. Maya,False,['MEX'],['Mexico'],"['RCMF', 'DMF', 'LCMF']",RCMF,45,DMF,39,LCMF,14,2,76,0.0
19,29,MEX,Mexico,1990-05-12,1990-05-12,2020-06-30,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,left,Dionicio Manuel Escalante Moreno,0,0,180,86647,https://cdn5.wyscout.com/photos/players/public/55360_100x130.png,300000,191,D. Escalante,False,['MEX'],['Mexico'],"['LB', 'LB5']",LB,86,LB5,13,,0,2,83,0.0
20,25,ESP,Spain,1994-02-04,1994-02-04,,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,left,Unai Bilbao Arteta,0,0,192,185512,https://cdn5.wyscout.com/photos/players/public/g185512_100x130.png,300000,191,Unai Bilbao,False,['ESP'],['Spain'],"['LCB', 'CB']",LCB,86,CB,13,,0,2,80,0.07
21,27,MEX,Mexico,1991-12-19,1991-12-19,,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,right,Roberto Alejandro Salcedo Reynoso,0,0,184,231371,https://cdn5.wyscout.com/photos/players/public/83340_100x130.png,300000,0,R. Salcedo,False,['MEX'],['Mexico'],[],,0,,0,,0,0,78,0.0
22,22,MEX,Mexico,1996-08-26,1996-08-26,,000000,https://cdn5.wyscout.com/photos/team/public/925_120x120.png,Tigres UANL,Liga MX,right,Raúl Damián Torres Rodríguez,0,0,172,490843,https://cdn5.wyscout.com/photos/players/public/g490843_100x130.png,300000,144,R. Torres,False,['MEX'],['Mexico'],"['RCMF3', 'RWF', 'RW']",RCMF3,31,RWF,24,RW,23,2,58,0.0
23,21,MEX,Mexico,1998-01-09,1998-01-09,2020-07-01,000000,https://cdn5.wyscout.com/photos/team/public/925_120x120.png,Tigres UANL,Liga MX,right,Juan José Sánchez Purata,0,0,187,503141,https://cdn5.wyscout.com/photos/players/public/g503141_100x130.png,300000,215,J. Sánchez,False,['MEX'],['Mexico'],"['RCB3', 'RCB']",RCB3,70,RCB,21,,0,4,78,0.25
24,32,MEX,Mexico,1987-06-18,1987-06-18,,,,,,right,Omar Arellano Riverón,0,0,174,14361,https://cdn5.wyscout.com/photos/players/public/7337_100x130.png,250000,20,O. Arellano,False,['MEX'],['Mexico'],['RW'],RW,100,,0,,0,2,70,0.0
25,24,MEX,Mexico,1995-04-07,1995-04-07,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,right,José Alberto Castillo Ramírez,0,0,187,494091,https://cdn5.wyscout.com/photos/players/public/g494091_100x130.png,200000,0,J. Castillo,False,['MEX'],['Mexico'],[],,0,,0,,0,0,84,0.0
26,46,MEX,Mexico,1973-02-01,1973-02-01,,0000ff,https://cdn5.wyscout.com/photos/team/public/463_120x120.png,Pachuca,Liga MX,right,Óscar Pérez Rojas,0,0,172,15235,https://cdn5.wyscout.com/photos/players/public/11046_100x130.png,200000,190,Ó. Pérez,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,2,76,0.0
27,26,MEX,Mexico,1992-12-16,1992-12-16,,000000,https://cdn5.wyscout.com/photos/team/public/925_120x120.png,Tigres UANL,Liga MX,right,Eduardo Fernández López,0,0,191,233116,https://cdn5.wyscout.com/photos/players/public/83384_100x130.png,200000,0,E. Fernandez,False,"['MEX', 'USA']","['Mexico', 'USA']",[],,0,,0,,0,0,77,0.0
28,24,MEX,Mexico,1995-05-20,1995-05-20,,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,,David Aymerich Barroso,0,0,174,-89599,https://cdn5.wyscout.com/photos/players/public/g-89599_100x130.png,200000,0,D. Aymerich Barroso,False,['MEX'],['Mexico'],[],,0,,0,,0,0,74,0.0
29,26,MEX,Mexico,1993-05-21,1993-05-21,,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,left,Jesús Iván  Rodríguez Trujillo,0,0,184,235469,https://cdn5.wyscout.com/photos/players/public/g235469_100x130.png,200000,284,Jesús Rodríguez,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,4,78,0.0
0,21,BOL,Bolivia,1997-11-15,1997-11-15,,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,right,Luis Fernando Haquin,0,0,180,446444,https://cdn5.wyscout.com/photos/players/public/g446444_100x130.png,200000,399,L. Haquin,False,['BOL'],['Bolivia'],"['RCB3', 'RCB']",RCB3,55,RCB,43,,0,7,76,0.04
1,20,MEX,Mexico,1999-04-03,1999-04-03,,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Luis Armando Martínez Aguilar,0,0,176,-66811,https://cdn5.wyscout.com/photos/players/public/g-66811_100x130.png,200000,338,L. Martínez,False,['MEX'],['Mexico'],['RB'],RB,100,,0,,0,5,77,0.0
2,19,MEX,Mexico,2000-04-04,2000-04-04,,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Luis Javier Gamíz Ávila,0,0,172,479905,https://cdn5.wyscout.com/photos/players/public/g479905_100x130.png,200000,7,L. Gamíz,False,['MEX'],['Mexico'],['LCMF'],LCMF,100,,0,,0,1,68,0.0
3,20,MEX,Mexico,1999-02-05,1999-02-05,2024-07-01,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,,Carlos Gutiérrez Estefa,0,0,174,-88412,https://cdn5.wyscout.com/photos/players/public/g-88412_100x130.png,200000,0,C. Gutiérrez,False,['MEX'],['Mexico'],[],,0,,0,,0,0,64,0.0
4,19,MEX,Mexico,1999-08-13,1999-08-13,,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,,Diego Hernández Jiménez,0,0,173,-87216,https://cdn5.wyscout.com/photos/players/public/g-87216_100x130.png,200000,13,D. Hernández,True,['MEX'],['Mexico'],['LAMF'],LAMF,100,,0,,0,1,80,0.0
5,21,MEX,Mexico,1998-03-18,1998-03-18,,000000,https://cdn5.wyscout.com/photos/team/public/4433_120x120.png,Celaya,Ascenso MX,left,Ricardo Marín Sánchez,0,0,181,417750,https://cdn5.wyscout.com/photos/players/public/g417750_100x130.png,200000,35,R. Marín,True,['MEX'],['Mexico'],['CF'],CF,100,,0,,0,2,71,0.0
6,22,MEX,Mexico,1997-01-23,1997-01-23,,000000,https://cdn5.wyscout.com/photos/team/public/g5109_120x120.png,Tampico Madero,Ascenso MX,right,Edyairth Alberto Ortega Alatorre,0,0,176,-72285,https://cdn5.wyscout.com/photos/players/public/g-72285_100x130.png,200000,167,E. Ortega,True,['MEX'],['Mexico'],"['RCMF', 'RW', 'RAMF']",RCMF,46,RW,42,RAMF,10,4,61,0.0
7,21,MEX,Mexico,1998-03-01,1998-03-01,,000000,https://cdn5.wyscout.com/photos/team/public/g5109_120x120.png,Tampico Madero,Ascenso MX,left,Edson Aldair García Martínez,0,0,183,476560,https://cdn5.wyscout.com/photos/players/public/g476560_100x130.png,200000,998,E. García,True,['MEX'],['Mexico'],"['LCB', 'CB', 'LCB3']",LCB,68,CB,16,LCB3,11,12,84,0.11
8,25,ARG,Argentina,1994-02-25,1994-02-25,,000000,https://cdn5.wyscout.com/photos/team/public/3253_120x120.png,Dorados,Ascenso MX,left,Gustavo Damián Canto,0,0,183,290030,https://cdn5.wyscout.com/photos/players/public/g290030_100x130.png,200000,836,G. Canto,False,['ARG'],['Argentina'],['LCB'],LCB,94,,0,,0,11,80,0.28
9,20,MEX,Mexico,1999-06-15,1999-06-15,2020-06-30,000000,https://cdn5.wyscout.com/photos/team/public/g23674_120x120.png,Club Atlético Zacatepec,Ascenso MX,left,Oswaldo Jesus Leon Montoya,0,0,188,-86119,https://cdn5.wyscout.com/photos/players/public/g-86119_100x130.png,200000,0,O. León,False,['MEX'],['Mexico'],[],,0,,0,,0,0,88,0.0
10,25,PER,Peru,1994-04-05,1994-04-05,2021-06-30,000000,https://cdn5.wyscout.com/photos/team/public/g23674_120x120.png,Club Atlético Zacatepec,Ascenso MX,right,Alejandro Cristoph Duarte Preuss,0,0,183,180905,https://cdn5.wyscout.com/photos/players/public/45350_100x130.png,200000,92,A. Duarte,False,['PER'],['Peru'],['GK'],GK,100,,0,,0,1,79,0.0
11,21,MEX,Mexico,1998-03-05,1998-03-05,,000000,https://cdn5.wyscout.com/photos/team/public/g23674_120x120.png,Club Atlético Zacatepec,Ascenso MX,right,Daniel Alejandro Zamora Hernández,0,0,186,503139,https://cdn5.wyscout.com/photos/players/public/g503139_100x130.png,200000,0,D. Zamora,False,['MEX'],['Mexico'],[],,0,,0,,0,0,78,0.0
12,19,MEX,Mexico,2000-01-27,2000-01-27,,000000,https://cdn5.wyscout.com/photos/team/public/g36646_120x120.png,Necaxa U20,U20 League,right,Ángel David Alonzo Meneses,0,0,185,-71486,https://cdn5.wyscout.com/photos/players/public/g-71486_100x130.png,200000,0,Á. Alonzo,False,['MEX'],['Mexico'],[],,0,,0,,0,0,72,0.0
13,25,MEX,Mexico,1994-02-04,1994-02-04,,000000,https://cdn5.wyscout.com/photos/team/public/g23677_120x120.png,Loros Universidad,Ascenso MX,right,Alejandro Jair Peláez Correa,0,0,185,397322,https://cdn5.wyscout.com/photos/players/public/g397322_100x130.png,200000,0,J. Peláez,True,['MEX'],['Mexico'],[],,0,,0,,0,0,80,0.0
14,24,MEX,Mexico,1995-03-17,1995-03-17,,000000,https://cdn5.wyscout.com/photos/team/public/g24706_120x120.png,Necaxa II,,right,Jesús Zaid Veyna Montes,0,0,175,403437,https://cdn5.wyscout.com/photos/players/public/g403437_100x130.png,200000,93,J. Veyna,False,['MEX'],['Mexico'],['RCB'],RCB,100,,0,,0,1,65,0.0
15,21,MEX,Mexico,1998-02-26,1998-02-26,,000000,https://cdn5.wyscout.com/photos/team/public/3253_120x120.png,Dorados,Ascenso MX,right,Cristian Osvaldo González Bautista,0,0,170,417758,https://cdn5.wyscout.com/photos/players/public/g417758_100x130.png,200000,285,Osvaldo González,False,['MEX'],['Mexico'],"['RB', 'RCB']",RB,67,RCB,32,,0,3,65,0.01
16,22,MEX,Mexico,1997-03-02,1997-03-02,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Luis Ángel Malagón Velázquez,0,0,179,433097,https://cdn5.wyscout.com/photos/players/public/g433097_100x130.png,200000,481,A. Malagón,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,5,77,0.0
17,21,MEX,Mexico,1998-05-25,1998-05-25,,008000,https://cdn5.wyscout.com/photos/team/public/3291_120x120.png,Cafetaleros de Chiapas,Ascenso MX,left,Jhory Misael Celaya Guerra,0,0,168,491273,https://cdn5.wyscout.com/photos/players/public/g491273_100x130.png,200000,0,J. Celaya,True,['MEX'],['Mexico'],[],,0,,0,,0,0,62,0.0
18,27,MEX,Mexico,1991-11-25,1991-11-25,,FF0000,https://cdn5.wyscout.com/photos/team/public/434_120x120.png,Panionios,Super League,right,Pedro Arce Latapí,0,0,175,285104,https://cdn5.wyscout.com/photos/players/public/g285104_100x130.png,200000,0,P. Arce,False,['MEX'],['Mexico'],[],,0,,0,,0,0,68,0.0
19,23,MEX,Mexico,1996-05-23,1996-05-23,,000000,https://cdn5.wyscout.com/photos/team/public/464_120x120.png,Guadalajara,Liga MX,,Antonio Ignacio Torres Carrillo,0,0,189,319465,https://cdn5.wyscout.com/photos/players/public/g319465_100x130.png,200000,0,A. Torres,False,['MEX'],['Mexico'],[],,0,,0,,0,0,83,0.0
20,21,MEX,Mexico,1998-04-12,1998-04-12,2020-07-31,008000,https://cdn5.wyscout.com/photos/team/public/589_120x120.png,Santos Laguna,Liga MX,,Joel Raymundo García Chacón,0,0,185,417756,https://cdn5.wyscout.com/photos/players/public/g417756_100x130.png,200000,0,J. García,False,['MEX'],['Mexico'],[],,0,,0,,0,0,72,0.0
21,26,MEX,Mexico,1993-04-28,1993-04-28,,008f00,https://cdn5.wyscout.com/photos/team/public/g33716_120x120.png,FC Juárez,Liga MX,right,Eduardo Pérez Reyes,0,0,178,306496,https://cdn5.wyscout.com/photos/players/public/g306496_100x130.png,200000,58,E. Pérez,False,['MEX'],['Mexico'],['CF'],CF,100,,0,,0,1,72,0.05
22,22,ARG,Argentina,1997-07-16,1997-07-16,,0000FF,https://cdn5.wyscout.com/photos/team/public/g25018_120x120.png,Cimarrones de Sonora,Ascenso MX,left,Pablo Leandro Gómez,0,0,166,474711,https://cdn5.wyscout.com/photos/players/public/g474711_100x130.png,200000,96,P. Gómez,False,['ARG'],['Argentina'],"['LW', 'RW']",LW,53,RW,46,,0,4,60,0.16
23,22,MEX,Mexico,1997-06-17,1997-06-17,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,left,Ricardo Daniel Gutiérrez Hernández,0,0,181,-72642,https://cdn5.wyscout.com/photos/players/public/g-72642_100x130.png,200000,0,R. Gutiérrez,False,['MEX'],['Mexico'],[],,0,,0,,0,0,77,0.0
24,20,MEX,Mexico,1999-03-09,1999-03-09,,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Mario Alejandro Trejo Castro,0,0,181,-66799,https://cdn5.wyscout.com/photos/players/public/g-66799_100x130.png,200000,27,M. Trejo,False,['MEX'],['Mexico'],"['RB', 'LCB3']",RB,59,LCB3,40,,0,1,71,0.01
25,40,MEX,Mexico,1979-07-21,1979-07-21,,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Luis Ernesto Michel Vergara,0,0,182,10079,https://cdn5.wyscout.com/photos/players/public/7324_100x130.png,200000,0,L. Michel,False,['MEX'],['Mexico'],[],,0,,0,,0,0,76,0.0
26,31,MEX,Mexico,1988-01-06,1988-01-06,,0000ff,https://cdn5.wyscout.com/photos/team/public/1648_120x120.png,Querétaro,Liga MX,right,Javier Darío Romo Barrón,0,0,184,41585,https://cdn5.wyscout.com/photos/players/public/63943_100x130.png,200000,0,J. Romo,False,['MEX'],['Mexico'],[],,0,,0,,0,0,81,0.0
27,26,MEX,Mexico,1993-04-10,1993-04-10,,000000,https://cdn5.wyscout.com/photos/team/public/4433_120x120.png,Celaya,Ascenso MX,left,Luis Alberto Lozoya Mendoza,0,0,174,350365,https://cdn5.wyscout.com/photos/players/public/g350365_100x130.png,200000,0,A. Lozoya,False,['MEX'],['Mexico'],[],,0,,0,,0,0,71,0.0
28,21,MEX,Mexico,1997-08-19,1997-08-19,2020-05-31,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,,Alan Medina Camacho,3,3,182,492467,https://cdn5.wyscout.com/photos/players/public/g492467_100x130.png,200000,909,A. Medina,False,['MEX'],['Mexico'],['RCMF3'],RCMF3,67,,0,,0,15,74,1.81
29,36,MEX,Mexico,1982-12-14,1982-12-14,,008f00,https://cdn5.wyscout.com/photos/team/public/g33716_120x120.png,FC Juárez,Liga MX,right,Edmundo Iván Vázquez Mellado Pérez,0,0,182,15265,https://cdn5.wyscout.com/photos/players/public/31366_100x130.png,200000,190,E. Vázquez Mellado,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,2,80,0.0
0,33,BRA,Brazil,1985-09-03,1985-09-03,2020-05-31,008f00,https://cdn5.wyscout.com/photos/team/public/g33716_120x120.png,FC Juárez,Liga MX,right,Leandro Carrijo Silva,0,0,186,115272,https://cdn5.wyscout.com/photos/players/public/g115272_100x130.png,200000,0,Leandro Carrijo,False,['BRA'],['Brazil'],[],,0,,0,,0,0,87,0.0
1,19,MEX,Mexico,2000-06-02,2000-06-02,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,,Idekel Albertoz Domínguez Rodríguez,0,0,171,-72291,https://cdn5.wyscout.com/photos/players/public/g-72291_100x130.png,200000,708,I. Domínguez,False,['MEX'],['Mexico'],"['LB', 'RB']",LB,86,RB,13,,0,8,64,0.03
2,20,ARG,Argentina,1998-11-13,1998-11-13,,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,right,Germán Berterame,0,0,178,398821,https://cdn5.wyscout.com/photos/players/public/g398821_100x130.png,150000,11,Germán Berterame,True,['ARG'],['Argentina'],['CF'],CF,100,,0,,0,1,65,0.0
3,21,MEX,Mexico,1997-09-28,1997-09-28,,000000,https://cdn5.wyscout.com/photos/team/public/873_120x120.png,Pumas UNAM,Liga MX,,Adolfo Enrique Hernández Sotelo,0,0,183,-71587,https://cdn5.wyscout.com/photos/players/public/g-71587_100x130.png,100000,59,A. Hernández,False,['MEX'],['Mexico'],['CF'],CF,100,,0,,0,3,81,0.02
4,21,ECU,Ecuador,1998-04-21,1998-04-21,2019-12-31,ff0000,https://cdn5.wyscout.com/photos/team/public/682_120x120.png,Veracruz,Liga MX,right,Yeison Guerrero Perea,0,0,167,425843,https://cdn5.wyscout.com/photos/players/public/g425843_100x130.png,100000,23,Y. Guerrero,False,['ECU'],['Ecuador'],['LAMF'],LAMF,100,,0,,0,1,66,0.0
5,21,MEX,Mexico,1997-12-10,1997-12-10,,0000ff,https://cdn5.wyscout.com/photos/team/public/590_120x120.png,Cruz Azul,Liga MX,,Josué Emmanuel Reyes Santacruz,0,0,180,-78688,https://cdn5.wyscout.com/photos/players/public/g-78688_100x130.png,100000,0,J. Reyes,False,['MEX'],['Mexico'],[],,0,,0,,0,0,77,0.0
6,19,MEX,Mexico,2000-02-26,2000-02-26,,0000ff,https://cdn5.wyscout.com/photos/team/public/590_120x120.png,Cruz Azul,Liga MX,left,Alexis Hazael Gutiérrez Torres,0,0,173,479899,https://cdn5.wyscout.com/photos/players/public/g479899_100x130.png,100000,9,A. Gutiérrez,False,['MEX'],['Mexico'],['LCMF'],LCMF,100,,0,,0,1,74,0.0
7,17,MEX,Mexico,2002-01-22,2002-01-22,,0000ff,https://cdn5.wyscout.com/photos/team/public/590_120x120.png,Cruz Azul,Liga MX,,Jorge Luis García Rivas,0,0,0,499200,https://cdn5.wyscout.com/photos/players/public/g499200_100x130.png,100000,7,J. García,False,['MEX'],['Mexico'],"['RDMF', 'RCMF']",RDMF,58,RCMF,41,,0,1,0,0.0
8,21,MEX,Mexico,1998-07-16,1998-07-16,,000000,https://cdn5.wyscout.com/photos/team/public/925_120x120.png,Tigres UANL,Liga MX,left,Francisco Eduardo Venegas Moreno,2,2,173,417772,https://cdn5.wyscout.com/photos/players/public/g417772_100x130.png,100000,688,F. Venegas,False,['MEX'],['Mexico'],"['LB', 'LWB']",LB,71,LWB,28,,0,8,58,0.65
9,22,MEX,Mexico,1997-02-16,1997-02-16,,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,,Santiago Noé Ramírez Acosta,0,0,180,-90945,https://cdn5.wyscout.com/photos/players/public/g-90945_100x130.png,100000,0,S. Ramírez Acosta,False,['MEX'],['Mexico'],[],,0,,0,,0,0,79,0.0
10,25,MEX,Mexico,1994-02-04,1994-02-04,,0000ff,https://cdn5.wyscout.com/photos/team/public/911_120x120.png,Puebla,Liga MX,,Santiago Gabriel Ormeño Zayas,0,0,186,-88610,https://cdn5.wyscout.com/photos/players/public/g-88610_100x130.png,100000,56,S. Ormeño Zayas,False,['MEX'],['Mexico'],"['AMF', 'RCMF']",AMF,68,RCMF,31,,0,3,82,0.0
11,19,MEX,Mexico,2000-03-14,2000-03-14,,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Daniel Guadalupe López Valdez,1,1,168,479904,https://cdn5.wyscout.com/photos/players/public/g479904_100x130.png,100000,96,D. López,False,['MEX'],['Mexico'],"['CF', 'LAMF']",CF,78,LAMF,21,,0,5,65,0.16
12,18,MEX,Mexico,2000-11-18,2000-11-18,2021-05-31,ff0000,https://cdn5.wyscout.com/photos/team/public/3288_120x120.png,Tijuana,Liga MX,right,Carlos Alberto Higuera de los Ríos,0,0,182,519688,https://cdn5.wyscout.com/photos/players/public/g519688_100x130.png,100000,95,C. Higuera,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,1,77,0.0
13,21,MEX,Mexico,1998-03-30,1998-03-30,2020-07-31,000000,https://cdn5.wyscout.com/photos/team/public/913_120x120.png,Morelia,Liga MX,right,Claudio Zamudio Godínez,0,0,170,417773,https://cdn5.wyscout.com/photos/players/public/g417773_100x130.png,100000,0,C. Zamudio,False,['MEX'],['Mexico'],[],,0,,0,,0,0,66,0.0
14,23,MEX,Mexico,1996-06-22,1996-06-22,,ff0000,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Toluca,Liga MX,right,Ramón Pasquel Colin,0,0,181,422001,https://cdn5.wyscout.com/photos/players/public/g422001_100x130.png,100000,0,R. Pasquel,False,['MEX'],['Mexico'],[],,0,,0,,0,0,76,0.0
15,20,MEX,Mexico,1999-05-09,1999-05-09,2020-12-31,0000FF,https://cdn5.wyscout.com/photos/team/public/907_120x120.png,Atlante,Ascenso MX,right,Bryan Alexis Reyes Domínguez,0,0,166,-87742,https://cdn5.wyscout.com/photos/players/public/g-87742_100x130.png,100000,0,B. Reyes,False,['MEX'],['Mexico'],[],,0,,0,,0,0,64,0.0
16,37,ESP,Spain,1982-02-02,1982-02-02,,0000FF,https://cdn5.wyscout.com/photos/team/public/g24936_120x120.png,Atlético de San Luis,Liga MX,right,Pedro Mario Álvarez Abrante,0,0,178,4555,https://cdn5.wyscout.com/photos/players/public/3392_100x130.png,100000,70,Mario,False,['ESP'],['Spain'],['RCB'],RCB,100,,0,,0,1,75,0.0
17,20,MEX,Mexico,1998-09-14,1998-09-14,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,,José Antonio Cobián Ruíz,0,0,176,472555,https://cdn5.wyscout.com/photos/players/public/g472555_100x130.png,100000,45,J. Cobián,False,['MEX'],['Mexico'],['LAMF'],LAMF,100,,0,,0,1,69,0.0
18,18,CHL,Chile,2000-12-28,2000-12-28,,000000,https://cdn5.wyscout.com/photos/team/public/683_120x120.png,Necaxa,Liga MX,right,Martín Alonso Lara Collao,0,0,172,475876,https://cdn5.wyscout.com/photos/players/public/g475876_100x130.png,100000,0,M. Lara,False,['CHL'],['Chile'],[],,0,,0,,0,0,65,0.0
19,23,MEX,Mexico,1996-01-12,1996-01-12,,000000,https://cdn5.wyscout.com/photos/team/public/591_120x120.png,Monterrey,Liga MX,right,Edson Alan Reséndez Sánchez,0,0,181,289461,https://cdn5.wyscout.com/photos/players/public/g289461_100x130.png,100000,97,E. Reséndez,False,['MEX'],['Mexico'],['GK'],GK,100,,0,,0,1,82,0.0
