,year,death_cause,state,death_number,age,adjusted_age
12318,2012,Pneumonitis due to solids and liquids,Vermont,34,4.21,4.21
12319,2012,Pneumonitis due to solids and liquids,Virginia,542,6.68,6.68
12320,2012,Pneumonitis due to solids and liquids,Washington,511,7.01,7.01
12321,2012,Pneumonitis due to solids and liquids,West Virginia,127,5.4,5.4
12322,2012,Pneumonitis due to solids and liquids,Wisconsin,315,4.48,4.48
12323,2012,Pneumonitis due to solids and liquids,Wyoming,27,4.62,4.62
12324,2012,Septicemia,Alabama,895,16.59,16.59
12325,2012,Septicemia,Alaska,44,8.63,8.63
12326,2012,Septicemia,Arizona,325,4.43,4.43
12327,2012,Septicemia,Arkansas,516,15.32,15.32
12328,2012,Septicemia,California,1317,3.43,3.43
12329,2012,Septicemia,Colorado,376,7.62,7.62
12330,2012,Septicemia,Connecticut,544,11.88,11.88
12331,2012,Septicemia,Delaware,121,11.0,11.0
12332,2012,Septicemia,District of Columbia,69,11.25,11.25
12333,2012,Septicemia,Florida,2052,7.69,7.69
12334,2012,Septicemia,Georgia,1453,16.05,16.05
12335,2012,Septicemia,Hawaii,104,5.79,5.79
12336,2012,Septicemia,Idaho,90,5.3,5.3
12337,2012,Septicemia,Illinois,1703,12.09,12.09
12338,2012,Septicemia,Indiana,950,13.21,13.21
12339,2012,Septicemia,Iowa,274,6.92,6.92
12340,2012,Septicemia,Kansas,363,10.92,10.92
12341,2012,Septicemia,Kentucky,660,13.78,13.78
12342,2012,Septicemia,Louisiana,858,18.22,18.22
12343,2012,Septicemia,Maine,120,6.73,6.73
12344,2012,Septicemia,Maryland,918,14.75,14.75
12345,2012,Septicemia,Massachusetts,755,9.47,9.47
12346,2012,Septicemia,Michigan,1102,9.38,9.38
12347,2012,Septicemia,Minnesota,330,5.35,5.35
12348,2012,Septicemia,Mississippi,561,17.79,17.79
12349,2012,Septicemia,Missouri,778,11.07,11.07
12350,2012,Septicemia,Montana,76,6.28,6.28
12351,2012,Septicemia,Nebraska,109,5.14,5.14
12352,2012,Septicemia,Nevada,272,10.03,10.03
12353,2012,Septicemia,New Hampshire,113,7.06,7.06
12354,2012,Septicemia,New Jersey,1672,16.03,16.03
12355,2012,Septicemia,New Mexico,220,9.63,9.63
12356,2012,Septicemia,New York,2355,10.31,10.31
12357,2012,Septicemia,North Carolina,1291,12.32,12.32
12358,2012,Septicemia,North Dakota,66,7.64,7.64
12359,2012,Septicemia,Ohio,1616,11.71,11.71
12360,2012,Septicemia,Oklahoma,510,12.28,12.28
12361,2012,Septicemia,Oregon,176,3.73,3.73
12362,2012,Septicemia,Pennsylvania,2067,12.3,12.3
12363,2012,Septicemia,Rhode Island,122,9.05,9.05
12364,2012,Septicemia,South Carolina,753,14.36,14.36
12365,2012,Septicemia,South Dakota,66,6.4,6.4
12366,2012,Septicemia,Tennessee,722,10.26,10.26
12367,2012,Septicemia,Texas,3617,15.69,15.69
12369,2012,Septicemia,Utah,153,6.87,6.87
12370,2012,Septicemia,Vermont,31,4.04,4.04
12371,2012,Septicemia,Virginia,1321,15.75,15.75
12372,2012,Septicemia,Washington,415,5.66,5.66
12373,2012,Septicemia,West Virginia,327,13.79,13.79
12374,2012,Septicemia,Wisconsin,439,6.44,6.44
12375,2012,Septicemia,Wyoming,55,9.09,9.09
12376,2013,Unintentional Injuries,Alabama,2329,47.24,47.24
12377,2013,Unintentional Injuries,Alaska,353,52.45,52.45
12378,2013,Unintentional Injuries,Arizona,3349,48.62,48.62
12379,2013,Unintentional Injuries,Arkansas,1373,44.84,44.84
12380,2013,Unintentional Injuries,California,11538,29.17,29.17
12381,2013,Unintentional Injuries,Colorado,2422,46.42,46.42
12382,2013,Unintentional Injuries,Connecticut,1582,39.31,39.31
12383,2013,Unintentional Injuries,Delaware,412,42.92,42.92
12384,2013,Unintentional Injuries,District of Columbia,216,33.58,33.58
12385,2013,Unintentional Injuries,Florida,8736,39.07,39.07
12386,2013,Unintentional Injuries,Georgia,3727,38.26,38.26
12388,2013,Unintentional Injuries,Hawaii,467,30.1,30.1
12389,2013,Unintentional Injuries,Idaho,776,47.69,47.69
12390,2013,Unintentional Injuries,Illinois,4511,33.6,33.6
12391,2013,Unintentional Injuries,Indiana,2898,43.07,43.07
12392,2013,Unintentional Injuries,Iowa,1422,39.97,39.97
12393,2013,Unintentional Injuries,Kansas,1359,44.37,44.37
12394,2013,Unintentional Injuries,Kentucky,2513,55.71,55.71
12395,2013,Unintentional Injuries,Louisiana,2333,50.51,50.51
12396,2013,Unintentional Injuries,Maine,644,42.61,42.61
12397,2013,Unintentional Injuries,Maryland,1732,27.92,27.92
12398,2013,Unintentional Injuries,Massachusetts,2393,32.52,32.52
12399,2013,Unintentional Injuries,Michigan,4225,40.05,40.05
12400,2013,Unintentional Injuries,Minnesota,2405,40.13,40.13
12401,2013,Unintentional Injuries,Mississippi,1692,55.6,55.6
12402,2013,Unintentional Injuries,Missouri,2981,47.02,47.02
12403,2013,Unintentional Injuries,Montana,623,57.65,57.65
12404,2013,Unintentional Injuries,Nebraska,703,34.9,34.9
12405,2013,Unintentional Injuries,Nevada,1184,41.94,41.94
12406,2013,Unintentional Injuries,New Hampshire,619,42.51,42.51
12407,2013,Unintentional Injuries,New Jersey,3028,31.79,31.79
12408,2013,Unintentional Injuries,New Mexico,1245,59.03,59.03
12409,2013,Unintentional Injuries,New York,5927,27.75,27.75
12410,2013,Unintentional Injuries,North Carolina,4324,42.7,42.7
12411,2013,Unintentional Injuries,North Dakota,326,41.73,41.73
12412,2013,Unintentional Injuries,Ohio,5497,45.03,45.03
12413,2013,Unintentional Injuries,Oklahoma,2474,62.7,62.7
12414,2013,Unintentional Injuries,Oregon,1755,40.12,40.12
12415,2013,Unintentional Injuries,Pennsylvania,6359,44.93,44.93
12416,2013,Unintentional Injuries,Rhode Island,537,45.26,45.26
12417,2013,Unintentional Injuries,South Carolina,2287,46.63,46.63
12418,2013,Unintentional Injuries,South Dakota,425,46.67,46.67
12419,2013,Unintentional Injuries,Tennessee,3540,52.73,52.73
12420,2013,Unintentional Injuries,Texas,9395,36.96,36.96
12422,2013,Unintentional Injuries,Utah,1103,43.39,43.39
12423,2013,Unintentional Injuries,Vermont,352,49.62,49.62
12424,2013,Unintentional Injuries,Virginia,2951,34.85,34.85
12425,2013,Unintentional Injuries,Washington,2826,38.74,38.74
12427,2013,Unintentional Injuries,Wisconsin,2969,46.79,46.79
12428,2013,Unintentional Injuries,Wyoming,325,55.24,55.24
12480,2013,Alzheimer's disease,Alabama,1398,26.67,26.67
12481,2013,Alzheimer's disease,Alaska,72,18.86,18.86
12482,2013,Alzheimer's disease,Arizona,2383,31.65,31.65
12483,2013,Alzheimer's disease,Arkansas,918,27.19,27.19
12484,2013,Alzheimer's disease,California,11891,29.98,29.98
12485,2013,Alzheimer's disease,Colorado,1316,27.17,27.17
12486,2013,Alzheimer's disease,Connecticut,824,16.23,16.23
12487,2013,Alzheimer's disease,Delaware,192,17.59,17.59
12488,2013,Alzheimer's disease,District of Columbia,130,19.76,19.76
12489,2013,Alzheimer's disease,Florida,5093,16.86,16.86
12490,2013,Alzheimer's disease,Georgia,2048,24.98,24.98
12491,2013,Alzheimer's disease,Hawaii,260,12.62,12.62
12492,2013,Alzheimer's disease,Idaho,347,20.97,20.97
12493,2013,Alzheimer's disease,Illinois,2919,19.82,19.82
12494,2013,Alzheimer's disease,Indiana,2104,28.52,28.52
12495,2013,Alzheimer's disease,Iowa,1252,28.2,28.2
12496,2013,Alzheimer's disease,Kansas,742,20.8,20.8
12497,2013,Alzheimer's disease,Kentucky,1462,31.41,31.41
12498,2013,Alzheimer's disease,Louisiana,1505,32.93,32.93
12499,2013,Alzheimer's disease,Maine,401,21.57,21.57
12500,2013,Alzheimer's disease,Maryland,919,14.29,14.29
12501,2013,Alzheimer's disease,Massachusetts,1699,19.4,19.4
12502,2013,Alzheimer's disease,Michigan,3220,26.37,26.37
12503,2013,Alzheimer's disease,Minnesota,1427,21.5,21.5
12504,2013,Alzheimer's disease,Mississippi,925,30.05,30.05
12505,2013,Alzheimer's disease,Missouri,2026,27.49,27.49
12506,2013,Alzheimer's disease,Montana,267,20.72,20.72
12507,2013,Alzheimer's disease,Nebraska,557,23.57,23.57
12508,2013,Alzheimer's disease,Nevada,448,18.39,18.39
12509,2013,Alzheimer's disease,New Hampshire,351,21.46,21.46
12510,2013,Alzheimer's disease,New Jersey,1812,16.25,16.25
12511,2013,Alzheimer's disease,New Mexico,339,14.91,14.91
12512,2013,Alzheimer's disease,New York,2556,10.42,10.42
12513,2013,Alzheimer's disease,North Carolina,2872,27.71,27.71
12514,2013,Alzheimer's disease,North Dakota,363,36.56,36.56
12515,2013,Alzheimer's disease,Ohio,3798,25.97,25.97
12516,2013,Alzheimer's disease,Oklahoma,1145,27.57,27.57
12517,2013,Alzheimer's disease,Oregon,1312,27.17,27.17
12518,2013,Alzheimer's disease,Pennsylvania,3271,17.41,17.41
12519,2013,Alzheimer's disease,Rhode Island,346,22.27,22.27
12520,2013,Alzheimer's disease,South Carolina,1623,32.37,32.37
12521,2013,Alzheimer's disease,South Dakota,418,34.95,34.95
12522,2013,Alzheimer's disease,Tennessee,2536,36.94,36.94
12523,2013,Alzheimer's disease,Texas,5293,24.29,24.29
12525,2013,Alzheimer's disease,Utah,412,19.42,19.42
12526,2013,Alzheimer's disease,Vermont,269,32.92,32.92
12527,2013,Alzheimer's disease,Virginia,1642,19.74,19.74
12528,2013,Alzheimer's disease,Washington,3277,43.6,43.6
12529,2013,Alzheimer's disease,West Virginia,590,24.56,24.56
12530,2013,Alzheimer's disease,Wisconsin,1671,22.73,22.73
12531,2013,Alzheimer's disease,Wyoming,126,21.01,21.01
12532,2013,Homicide,Alabama,417,8.95,8.95
12533,2013,Homicide,Alaska,43,5.65,5.65
12534,2013,Homicide,Arizona,389,5.97,5.97
12535,2013,Homicide,Arkansas,212,7.48,7.48
12536,2013,Homicide,California,1890,4.87,4.87
12537,2013,Homicide,Colorado,184,3.52,3.52
12538,2013,Homicide,Connecticut,100,2.93,2.93
12539,2013,Homicide,Delaware,52,5.81,5.81
12540,2013,Homicide,District of Columbia,90,12.06,12.06
12541,2013,Homicide,Florida,1150,6.19,6.19
12542,2013,Homicide,Georgia,641,6.43,6.43
12543,2013,Homicide,Hawaii,33,2.4,2.4
12544,2013,Homicide,Idaho,31,1.98,1.98
12545,2013,Homicide,Illinois,792,6.23,6.23
12546,2013,Homicide,Indiana,400,6.22,6.22
12547,2013,Homicide,Iowa,60,2.13,2.13
12548,2013,Homicide,Kansas,117,4.17,4.17
12549,2013,Homicide,Kentucky,202,4.67,4.67
12550,2013,Homicide,Louisiana,552,12.15,12.15
12551,2013,Homicide,Maine,30,2.22,2.22
12552,2013,Homicide,Maryland,421,7.24,7.24
12553,2013,Homicide,Massachusetts,144,2.15,2.15
12554,2013,Homicide,Michigan,635,6.75,6.75
12555,2013,Homicide,Minnesota,131,2.46,2.46
12556,2013,Homicide,Mississippi,291,10.0,10.0
12557,2013,Homicide,Missouri,392,6.75,6.75
12558,2013,Homicide,Montana,33,3.68,3.68
12559,2013,Homicide,Nebraska,75,4.11,4.11
12560,2013,Homicide,Nevada,151,5.4,5.4
12561,2013,Homicide,New Hampshire,22,1.68,1.68
12562,2013,Homicide,New Jersey,419,4.9,4.9
12563,2013,Homicide,New Mexico,135,6.67,6.67
12564,2013,Homicide,New York,686,3.47,3.47
12565,2013,Homicide,North Carolina,563,5.82,5.82
12567,2013,Homicide,Ohio,648,5.9,5.9
12568,2013,Homicide,Oklahoma,258,6.98,6.98
12569,2013,Homicide,Oregon,90,2.27,2.27
12570,2013,Homicide,Pennsylvania,634,5.3,5.3
12571,2013,Homicide,Rhode Island,31,2.79,2.79
12572,2013,Homicide,South Carolina,318,6.84,6.84
12573,2013,Homicide,South Dakota,20,2.5,2.5
12574,2013,Homicide,Tennessee,405,6.35,6.35
12575,2013,Homicide,Texas,1354,5.13,5.13
12577,2013,Homicide,Utah,53,1.9,1.9
12579,2013,Homicide,Virginia,333,4.03,4.03
12580,2013,Homicide,Washington,204,2.89,2.89
12581,2013,Homicide,West Virginia,74,4.16,4.16
12582,2013,Homicide,Wisconsin,176,3.15,3.15
12584,2013,Stroke,Alabama,2604,48.06,48.06
12585,2013,Stroke,Alaska,189,40.72,40.72
12586,2013,Stroke,Arizona,2162,28.61,28.61
12587,2013,Stroke,Arkansas,1637,47.61,47.61
12588,2013,Stroke,California,13698,34.92,34.92
12589,2013,Stroke,Colorado,1588,31.99,31.99
12590,2013,Stroke,Connecticut,1348,28.28,28.28
12591,2013,Stroke,Delaware,409,36.96,36.96
12592,2013,Stroke,District of Columbia,187,30.06,30.06
12593,2013,Stroke,Florida,8698,30.55,30.55
12594,2013,Stroke,Georgia,3694,41.36,41.36
12595,2013,Stroke,Hawaii,634,34.85,34.85
12596,2013,Stroke,Idaho,598,35.38,35.38
12597,2013,Stroke,Illinois,5294,36.7,36.7
12598,2013,Stroke,Indiana,2996,40.69,40.69
12599,2013,Stroke,Iowa,1409,33.86,33.86
12600,2013,Stroke,Kansas,1320,38.07,38.07
12601,2013,Stroke,Kentucky,1990,41.69,41.69
12602,2013,Stroke,Louisiana,2098,44.02,44.02
12603,2013,Stroke,Maine,620,33.37,33.37
12604,2013,Stroke,Maryland,2315,36.12,36.12
12605,2013,Stroke,Massachusetts,2354,27.73,27.73
12606,2013,Stroke,Michigan,4373,36.33,36.33
12607,2013,Stroke,Minnesota,2073,32.02,32.02
12608,2013,Stroke,Mississippi,1500,47.18,47.18
12609,2013,Stroke,Missouri,2935,40.63,40.63
12610,2013,Stroke,Montana,480,37.62,37.62
12611,2013,Stroke,Nebraska,820,36.38,36.38
12612,2013,Stroke,Nevada,905,33.32,33.32
12613,2013,Stroke,New Hampshire,441,27.6,27.6
12614,2013,Stroke,New Jersey,3456,32.37,32.37
12615,2013,Stroke,New Mexico,689,30.0,30.0
12616,2013,Stroke,New York,6176,26.26,26.26
12617,2013,Stroke,North Carolina,4503,42.43,42.43
12618,2013,Stroke,North Dakota,306,32.4,32.4
12619,2013,Stroke,Ohio,5690,39.92,39.92
12620,2013,Stroke,Oklahoma,1880,44.54,44.54
12621,2013,Stroke,Oregon,1775,37.29,37.29
12622,2013,Stroke,Pennsylvania,6604,37.21,37.21
12623,2013,Stroke,Rhode Island,397,27.68,27.68
12624,2013,Stroke,South Carolina,2508,47.56,47.56
12625,2013,Stroke,South Dakota,418,37.96,37.96
12626,2013,Stroke,Tennessee,3157,44.35,44.35
12627,2013,Stroke,Texas,9283,40.17,40.17
12629,2013,Stroke,Utah,836,38.21,38.21
12630,2013,Stroke,Vermont,260,31.67,31.67
12631,2013,Stroke,Virginia,3287,38.56,38.56
12632,2013,Stroke,Washington,2652,35.47,35.47
12633,2013,Stroke,West Virginia,983,40.68,40.68
12634,2013,Stroke,Wisconsin,2536,35.96,35.96
12635,2013,Stroke,Wyoming,213,35.06,35.06
12636,2013,Chronic liver disease and cirrhosis,Alabama,577,10.07,10.07
12637,2013,Chronic liver disease and cirrhosis,Alaska,82,11.28,11.28
12638,2013,Chronic liver disease and cirrhosis,Arizona,1069,14.7,14.7
12639,2013,Chronic liver disease and cirrhosis,Arkansas,338,9.77,9.77
12640,2013,Chronic liver disease and cirrhosis,California,4824,11.82,11.82
12641,2013,Chronic liver disease and cirrhosis,Colorado,712,12.62,12.62
12642,2013,Chronic liver disease and cirrhosis,Connecticut,336,7.74,7.74
12643,2013,Chronic liver disease and cirrhosis,Delaware,82,7.18,7.18
12644,2013,Chronic liver disease and cirrhosis,District of Columbia,51,8.07,8.07
12645,2013,Chronic liver disease and cirrhosis,Florida,2668,10.69,10.69
12646,2013,Chronic liver disease and cirrhosis,Georgia,898,8.49,8.49
12647,2013,Chronic liver disease and cirrhosis,Hawaii,112,6.89,6.89
12648,2013,Chronic liver disease and cirrhosis,Idaho,207,11.68,11.68
12649,2013,Chronic liver disease and cirrhosis,Illinois,1279,8.96,8.96
12650,2013,Chronic liver disease and cirrhosis,Indiana,752,10.13,10.13
12651,2013,Chronic liver disease and cirrhosis,Iowa,308,8.41,8.41
12652,2013,Chronic liver disease and cirrhosis,Kansas,248,7.82,7.82
12653,2013,Chronic liver disease and cirrhosis,Kentucky,558,10.79,10.79
12654,2013,Chronic liver disease and cirrhosis,Louisiana,503,9.73,9.73
12655,2013,Chronic liver disease and cirrhosis,Maine,151,8.42,8.42
12656,2013,Chronic liver disease and cirrhosis,Maryland,455,6.77,6.77
12657,2013,Chronic liver disease and cirrhosis,Massachusetts,597,7.49,7.49
12658,2013,Chronic liver disease and cirrhosis,Michigan,1171,9.98,9.98
12659,2013,Chronic liver disease and cirrhosis,Minnesota,517,8.28,8.28
12660,2013,Chronic liver disease and cirrhosis,Mississippi,327,9.66,9.66
12661,2013,Chronic liver disease and cirrhosis,Missouri,598,8.43,8.43
12662,2013,Chronic liver disease and cirrhosis,Montana,150,13.01,13.01
12663,2013,Chronic liver disease and cirrhosis,Nebraska,181,8.88,8.88
12664,2013,Chronic liver disease and cirrhosis,Nevada,402,12.88,12.88
12665,2013,Chronic liver disease and cirrhosis,New Hampshire,147,8.72,8.72
12666,2013,Chronic liver disease and cirrhosis,New Jersey,795,7.53,7.53
12667,2013,Chronic liver disease and cirrhosis,New Mexico,452,19.69,19.69
12668,2013,Chronic liver disease and cirrhosis,New York,1559,6.86,6.86
12669,2013,Chronic liver disease and cirrhosis,North Carolina,1154,10.19,10.19
12670,2013,Chronic liver disease and cirrhosis,North Dakota,90,12.14,12.14
12671,2013,Chronic liver disease and cirrhosis,Ohio,1396,10.14,10.14
12672,2013,Chronic liver disease and cirrhosis,Oklahoma,582,13.79,13.79
12673,2013,Chronic liver disease and cirrhosis,Oregon,547,11.67,11.67
12674,2013,Chronic liver disease and cirrhosis,Pennsylvania,1265,7.97,7.97
12675,2013,Chronic liver disease and cirrhosis,Rhode Island,124,9.9,9.9
12676,2013,Chronic liver disease and cirrhosis,South Carolina,681,12.08,12.08
12677,2013,Chronic liver disease and cirrhosis,South Dakota,122,13.37,13.37
12678,2013,Chronic liver disease and cirrhosis,Tennessee,867,11.58,11.58
12679,2013,Chronic liver disease and cirrhosis,Texas,3412,12.87,12.87
12681,2013,Chronic liver disease and cirrhosis,Utah,193,7.69,7.69
12682,2013,Chronic liver disease and cirrhosis,Vermont,75,9.46,9.46
12683,2013,Chronic liver disease and cirrhosis,Virginia,843,8.98,8.98
12684,2013,Chronic liver disease and cirrhosis,Washington,966,12.16,12.16
12685,2013,Chronic liver disease and cirrhosis,West Virginia,294,12.49,12.49
12686,2013,Chronic liver disease and cirrhosis,Wisconsin,618,9.11,9.11
12687,2013,Chronic liver disease and cirrhosis,Wyoming,92,14.25,14.25
12688,2013,Chronic Respiratory Disease,Alabama,3043,54.82,54.82
12689,2013,Chronic Respiratory Disease,Alaska,197,37.88,37.88
12690,2013,Chronic Respiratory Disease,Arizona,3345,43.49,43.49
12691,2013,Chronic Respiratory Disease,Arkansas,2090,60.12,60.12
12692,2013,Chronic Respiratory Disease,California,13598,35.27,35.27
12693,2013,Chronic Respiratory Disease,Colorado,2297,45.93,45.93
12694,2013,Chronic Respiratory Disease,Connecticut,1348,29.66,29.66
12695,2013,Chronic Respiratory Disease,Delaware,482,43.47,43.47
12696,2013,Chronic Respiratory Disease,District of Columbia,150,25.0,25.0
12697,2013,Chronic Respiratory Disease,Florida,11379,39.91,39.91
12698,2013,Chronic Respiratory Disease,Georgia,4172,45.43,45.43
12699,2013,Chronic Respiratory Disease,Hawaii,279,15.57,15.57
12700,2013,Chronic Respiratory Disease,Idaho,808,46.67,46.67
12701,2013,Chronic Respiratory Disease,Illinois,5532,39.28,39.28
12702,2013,Chronic Respiratory Disease,Indiana,4266,58.43,58.43
12703,2013,Chronic Respiratory Disease,Iowa,1892,47.76,47.76
12704,2013,Chronic Respiratory Disease,Kansas,1673,50.29,50.29
12705,2013,Chronic Respiratory Disease,Kentucky,3187,64.62,64.62
12706,2013,Chronic Respiratory Disease,Louisiana,2274,47.33,47.33
12707,2013,Chronic Respiratory Disease,Maine,902,49.07,49.07
12708,2013,Chronic Respiratory Disease,Maryland,2051,32.5,32.5
12709,2013,Chronic Respiratory Disease,Massachusetts,2572,31.72,31.72
12710,2013,Chronic Respiratory Disease,Michigan,5539,46.68,46.68
12711,2013,Chronic Respiratory Disease,Minnesota,2287,37.08,37.08
12712,2013,Chronic Respiratory Disease,Mississippi,1755,54.26,54.26
12713,2013,Chronic Respiratory Disease,Missouri,3798,52.88,52.88
12714,2013,Chronic Respiratory Disease,Montana,647,50.66,50.66
12715,2013,Chronic Respiratory Disease,Nebraska,1032,47.7,47.7
12716,2013,Chronic Respiratory Disease,Nevada,1482,54.08,54.08
12717,2013,Chronic Respiratory Disease,New Hampshire,668,42.04,42.04
12718,2013,Chronic Respiratory Disease,New Jersey,3245,31.09,31.09
12719,2013,Chronic Respiratory Disease,New Mexico,1052,44.73,44.73
12720,2013,Chronic Respiratory Disease,New York,7110,30.74,30.74
12721,2013,Chronic Respiratory Disease,North Carolina,4987,46.29,46.29
12722,2013,Chronic Respiratory Disease,North Dakota,331,38.23,38.23
12723,2013,Chronic Respiratory Disease,Ohio,7007,49.74,49.74
12724,2013,Chronic Respiratory Disease,Oklahoma,2680,62.43,62.43
12725,2013,Chronic Respiratory Disease,Oregon,2029,42.95,42.95
12726,2013,Chronic Respiratory Disease,Pennsylvania,6716,39.28,39.28
12727,2013,Chronic Respiratory Disease,Rhode Island,476,34.71,34.71
12728,2013,Chronic Respiratory Disease,South Carolina,2756,50.79,50.79
12729,2013,Chronic Respiratory Disease,South Dakota,416,39.29,39.29
12730,2013,Chronic Respiratory Disease,Tennessee,3904,53.21,53.21
12731,2013,Chronic Respiratory Disease,Texas,9800,42.41,42.41
12733,2013,Chronic Respiratory Disease,Utah,718,31.97,31.97
12734,2013,Chronic Respiratory Disease,Vermont,353,44.14,44.14
12735,2013,Chronic Respiratory Disease,Virginia,3181,37.31,37.31
12736,2013,Chronic Respiratory Disease,Washington,2933,39.39,39.39
12737,2013,Chronic Respiratory Disease,West Virginia,1590,64.55,64.55
12738,2013,Chronic Respiratory Disease,Wisconsin,2789,40.28,40.28
12739,2013,Chronic Respiratory Disease,Wyoming,387,63.13,63.13
12740,2013,Diabetes,Alabama,1349,24.34,24.34
12741,2013,Diabetes,Alaska,112,20.08,20.08
12742,2013,Diabetes,Arizona,1786,23.47,23.47
12743,2013,Diabetes,Arkansas,835,24.22,24.22
12744,2013,Diabetes,California,8057,20.58,20.58
12745,2013,Diabetes,Colorado,788,14.98,14.98
12746,2013,Diabetes,Connecticut,664,14.77,14.77
12747,2013,Diabetes,Delaware,218,19.38,19.38
12748,2013,Diabetes,District of Columbia,108,17.93,17.93
12749,2013,Diabetes,Florida,5238,19.23,19.23
12750,2013,Diabetes,Georgia,2199,22.96,22.96
12751,2013,Diabetes,Hawaii,271,15.51,15.51
12752,2013,Diabetes,Idaho,404,23.75,23.75
12753,2013,Diabetes,Illinois,2798,19.74,19.74
12754,2013,Diabetes,Indiana,1943,26.29,26.29
12755,2013,Diabetes,Iowa,747,19.02,19.02
12756,2013,Diabetes,Kansas,654,19.79,19.79
12757,2013,Diabetes,Kentucky,1187,24.13,24.13
12758,2013,Diabetes,Louisiana,1329,26.87,26.87
12759,2013,Diabetes,Maine,373,20.36,20.36
12760,2013,Diabetes,Maryland,1249,19.11,19.11
12761,2013,Diabetes,Massachusetts,1142,14.08,14.08
12762,2013,Diabetes,Michigan,2825,23.77,23.77
12763,2013,Diabetes,Minnesota,1163,18.75,18.75
12764,2013,Diabetes,Mississippi,1071,32.88,32.88
12765,2013,Diabetes,Missouri,1477,20.5,20.5
12766,2013,Diabetes,Montana,250,19.72,19.72
12767,2013,Diabetes,Nebraska,471,21.73,21.73
12768,2013,Diabetes,Nevada,424,14.78,14.78
12769,2013,Diabetes,New Hampshire,310,18.74,18.74
12770,2013,Diabetes,New Jersey,2043,19.43,19.43
12771,2013,Diabetes,New Mexico,646,27.59,27.59
12772,2013,Diabetes,New York,4094,17.77,17.77
12773,2013,Diabetes,North Carolina,2402,21.8,21.8
12774,2013,Diabetes,North Dakota,197,22.3,22.3
12775,2013,Diabetes,Ohio,3563,25.44,25.44
12776,2013,Diabetes,Oklahoma,1269,29.86,29.86
12777,2013,Diabetes,Oregon,1109,23.44,23.44
12778,2013,Diabetes,Pennsylvania,3804,22.62,22.62
12779,2013,Diabetes,Rhode Island,258,18.94,18.94
12780,2013,Diabetes,South Carolina,1240,22.53,22.53
12781,2013,Diabetes,South Dakota,237,22.73,22.73
12782,2013,Diabetes,Tennessee,1827,24.84,24.84
12783,2013,Diabetes,Texas,5273,21.62,21.62
12785,2013,Diabetes,Utah,578,25.31,25.31
12786,2013,Diabetes,Vermont,139,17.35,17.35
12787,2013,Diabetes,Virginia,1626,18.36,18.36
12788,2013,Diabetes,Washington,1616,21.32,21.32
12789,2013,Diabetes,West Virginia,841,34.12,34.12
12790,2013,Diabetes,Wisconsin,1285,18.51,18.51
12791,2013,Diabetes,Wyoming,89,14.24,14.24
12792,2013,Diseases of Heart,Alabama,12472,228.36,54.61551935540375
12793,2013,Diseases of Heart,Alaska,706,134.96,5.23117960877297
12795,2013,Diseases of Heart,Arkansas,7377,214.06,34.46230028963842
12797,2013,Diseases of Heart,Colorado,6456,125.7,51.36038186157518
12798,2013,Diseases of Heart,Connecticut,7090,148.92,47.60945474080043
12799,2013,Diseases of Heart,Delaware,1861,168.01,11.076721623712874
12800,2013,Diseases of Heart,District of Columbia,1340,213.52,6.275758711127763
12803,2013,Diseases of Heart,Hawaii,2521,138.96,18.141911341393207
12804,2013,Diseases of Heart,Idaho,2495,145.38,17.161920484248178
12807,2013,Diseases of Heart,Iowa,6995,168.85,41.427302339354455
12808,2013,Diseases of Heart,Kansas,5364,156.13,34.35598539678473
12809,2013,Diseases of Heart,Kentucky,9971,203.41,49.01922226045917
12810,2013,Diseases of Heart,Louisiana,10346,214.08,48.327727952167415
12811,2013,Diseases of Heart,Maine,2807,152.27,18.43436001838839
12812,2013,Diseases of Heart,Maryland,11244,172.73,65.0958142766167
12815,2013,Diseases of Heart,Minnesota,7714,119.62,64.48754388898178
12816,2013,Diseases of Heart,Mississippi,7715,240.0,32.145833333333336
12818,2013,Diseases of Heart,Montana,2004,154.27,12.990211966033577
12819,2013,Diseases of Heart,Nebraska,3381,147.87,22.864678433759384
12820,2013,Diseases of Heart,Nevada,5434,195.06,27.858094945145083
12821,2013,Diseases of Heart,New Hampshire,2434,148.92,16.344345957561107
12823,2013,Diseases of Heart,New Mexico,3425,147.14,23.277151012641024
12826,2013,Diseases of Heart,North Dakota,1382,150.74,9.168104020167174
12828,2013,Diseases of Heart,Oklahoma,9721,228.46,42.55011818261402
12829,2013,Diseases of Heart,Oregon,6523,135.05,48.3006293965198
12831,2013,Diseases of Heart,Rhode Island,2364,163.44,14.4640234948605
12832,2013,Diseases of Heart,South Carolina,9648,180.02,53.59404510609932
12833,2013,Diseases of Heart,South Dakota,1630,150.06,10.862321737971477
12836,2013,Diseases of Heart,Utah,3323,148.99,22.30351030270488
12837,2013,Diseases of Heart,Vermont,1220,149.56,8.157261299812784
12840,2013,Diseases of Heart,West Virginia,4666,193.68,24.091284593143328
12842,2013,Diseases of Heart,Wyoming,939,152.35,6.163439448638004
12844,2013,Essential hypertension,Alabama,585,10.64,10.64
12845,2013,Essential hypertension,Alaska,35,6.93,6.93
12846,2013,Essential hypertension,Arizona,775,10.19,10.19
12847,2013,Essential hypertension,Arkansas,276,8.14,8.14
12848,2013,Essential hypertension,California,4720,11.88,11.88
12849,2013,Essential hypertension,Colorado,260,5.17,5.17
